CardId,Name,EnergyType,ImageUrl,HP,Ability,AbilityDescription,Regulation,Expansion
46333,ラティアスex,超,/assets/images/card_images/large/SV7a/046333_P_RATEIASUEX.jpg,210,スカイライン,このポケモンがいるかぎり、自分のたねポケモン全員のにげるためのエネルギーは、すべてなくなる。,,SV7a
46334,ブリジュラスex,鋼,/assets/images/card_images/large/SV7a/046334_P_BURIJIXYURASUEX.jpg,300,ごうきんビルド,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分のトラッシュから「基本エネルギー」を2枚まで選び、自分のポケモンに好きなようにつける。,,SV7a
46335,アローラ ナッシーex,竜,/assets/images/card_images/large/SV7a/046335_P_ARORANASSHIEX.jpg,300,,,,SV7a
46338,アローラ ナッシーex,竜,/assets/images/card_images/large/SV7a/046338_P_ARORANASSHIEX.jpg,300,,,,SV7a
46206,マンタイン,水,/assets/images/card_images/large/SVLN/046206_P_MANTAIN.jpg,110,,,,SVLN
46207,サンダー,雷,/assets/images/card_images/large/SVLN/046207_P_SANDA.jpg,110,,,,SVLN
46208,マリル,超,/assets/images/card_images/large/SVLN/046208_P_MARIRU.jpg,60,,,,SVLN
46209,マリルリ,超,/assets/images/card_images/large/SVLN/046209_P_MARIRURI.jpg,120,きらきらシャボン,自分の場に「テラスタル」のポケモンがいるなら、このポケモンが「すてみタックル」を使うためのエネルギーは、エネルギー1個になる。,,SVLN
46210,ニンフィアex,超,/assets/images/card_images/large/SVLN/046210_P_NINFUIAEX.jpg,270,,,,SVLN
46211,ゼルネアス,超,/assets/images/card_images/large/SVLN/046211_P_ZERUNEASU.jpg,130,,,,SVLN
46212,オドリドリ,超,/assets/images/card_images/large/SVLN/046212_P_ODORIDORI.jpg,90,,,,SVLN
46213,ミミッキュ,超,/assets/images/card_images/large/SVLN/046213_P_MIMIKKIXYU.jpg,70,しんぴのまもり,このポケモンは、相手の「ポケモンex・V」からワザのダメージを受けない。,,SVLN
46214,イーブイ,無,/assets/images/card_images/large/SVLN/046214_P_IBUI.jpg,50,ブーストしんか,このポケモンは、バトル場にいるかぎり、最初の自分の番や、出したばかりの番でも進化できる。,,SVLN
46215,カビゴン,無,/assets/images/card_images/large/SVLN/046215_P_KABIGON.jpg,150,,,,SVLN
46184,ロコン,炎,/assets/images/card_images/large/SVLS/046184_P_ROKON.jpg,70,,,,SVLS
46185,キュウコン,炎,/assets/images/card_images/large/SVLS/046185_P_KIXYUUKON.jpg,120,,,,SVLS
46186,ホウオウ,炎,/assets/images/card_images/large/SVLS/046186_P_HOUOU.jpg,130,,,,SVLS
46187,オドリドリ,炎,/assets/images/card_images/large/SVLS/046187_P_ODORIDORI.jpg,90,,,,SVLS
46188,カルボウ,炎,/assets/images/card_images/large/SVLS/046188_P_KARUBOU.jpg,70,,,,SVLS
46189,ソウブレイズex,炎,/assets/images/card_images/large/SVLS/046189_P_SOUBUREIZUEX.jpg,270,,,,SVLS
46190,シンボラー,超,/assets/images/card_images/large/SVLS/046190_P_SHINBORA.jpg,110,,,,SVLS
46191,レジスチル,鋼,/assets/images/card_images/large/SVLS/046191_P_REJISUCHIRU.jpg,130,,,,SVLS
46192,ホーホー,無,/assets/images/card_images/large/SVLS/046192_P_HOHO.jpg,70,,,,SVLS
46193,ヨルノズク,無,/assets/images/card_images/large/SVLS/046193_P_YORUNOZUKU.jpg,100,ほうせきさがし,自分の番に、このカードを手札から出して進化させたとき、自分の場に「テラスタル」のポケモンがいるなら、1回使える。自分の山札からトレーナーズを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。,,SVLS
45940,レディバ,草,/assets/images/card_images/large/SV7/045940_P_REDEIBA.jpg,60,,,,SV7
45941,レディアン,草,/assets/images/card_images/large/SV7/045941_P_REDEIAN.jpg,90,きらぼしもよう,自分の番に、このカードを手札から出して進化させたとき、1回使える。相手のベンチの残りHPが「90」以下のポケモンを1匹選び、バトルポケモンと入れ替える。,,SV7
45942,リリーラ,草,/assets/images/card_images/large/SV7/045942_P_RIRIRA.jpg,100,,,,SV7
45943,ユレイドル,草,/assets/images/card_images/large/SV7/045943_P_YUREIDORU.jpg,150,よりどりねんえき,自分の番に1回使える。コインを1回投げオモテなら、どく・やけど・こんらんの中から1つ選び、相手のバトルポケモンをその状態にする。,,SV7
45944,マスキッパ,草,/assets/images/card_images/large/SV7/045944_P_MASUKIPPA.jpg,110,,,,SV7
45945,カットロトム,草,/assets/images/card_images/large/SV7/045945_P_KATTOROTOMU.jpg,90,,,,SV7
45946,アゴジムシ,草,/assets/images/card_images/large/SV7/045946_P_AGOJIMUSHI.jpg,70,,,,SV7
45947,ヒメンカ,草,/assets/images/card_images/large/SV7/045947_P_HIMENKA.jpg,60,,,,SV7
45948,ワタシラガ,草,/assets/images/card_images/large/SV7/045948_P_WATASHIRAGA.jpg,90,,,,SV7
45949,カジッチュ,草,/assets/images/card_images/large/SV7/045949_P_KAJITCHIXYU.jpg,40,,,,SV7
45950,カミッチュ,草,/assets/images/card_images/large/SV7/045950_P_KAMITCHIXYU.jpg,90,,,,SV7
45951,カミツオロチex,草,/assets/images/card_images/large/SV7/045951_P_KAMITSUOROCHIEX.jpg,330,じゅくせいチャージ,自分の番に1回使える。自分の手札から「基本エネルギー」を1枚選び、自分のポケモンにつける。その後、つけたポケモンのHPを「30」回復する。,,SV7
45952,ヤトウモリ,炎,/assets/images/card_images/large/SV7/045952_P_YATOUMORI.jpg,70,,,,SV7
45953,エンニュート,炎,/assets/images/card_images/large/SV7/045953_P_ENNIXYUTO.jpg,120,,,,SV7
45954,バクガメス,炎,/assets/images/card_images/large/SV7/045954_P_BAKUGAMESU.jpg,130,,,,SV7
45955,ヒバニー,炎,/assets/images/card_images/large/SV7/045955_P_HIBANI.jpg,70,,,,SV7
45956,ラビフット,炎,/assets/images/card_images/large/SV7/045956_P_RABIFUTTO.jpg,90,,,,SV7
45957,エースバーンex,炎,/assets/images/card_images/large/SV7/045957_P_ESUBANEX.jpg,320,,,,SV7
45958,ラプラスex,水,/assets/images/card_images/large/SV7/045958_P_RAPURASUEX.jpg,220,,,,SV7
45959,ケイコウオ,水,/assets/images/card_images/large/SV7/045959_P_KEIKOUO.jpg,50,,,,SV7
45960,ネオラント,水,/assets/images/card_images/large/SV7/045960_P_NEORANTO.jpg,110,,,,SV7
45961,プロトーガ,水,/assets/images/card_images/large/SV7/045961_P_PUROTOGA.jpg,100,,,,SV7
45962,アバゴーラ,水,/assets/images/card_images/large/SV7/045962_P_ABAGORA.jpg,160,げんしのこころえ,このポケモンがいるかぎり、自分のポケモンが使うワザの、相手のバトル場の進化ポケモンへのダメージは「+30」される。,,SV7
45963,ケケンカニ,水,/assets/images/card_images/large/SV7/045963_P_KEKENKANI.jpg,160,したごしらえ,自分のトラッシュにある「ハイダイ」の枚数ぶん、このポケモンがワザを使うためのエネルギーは少なくなる。,,SV7
45964,カムカメ,水,/assets/images/card_images/large/SV7/045964_P_KAMUKAME.jpg,80,,,,SV7
45965,カジリガメ,水,/assets/images/card_images/large/SV7/045965_P_KAJIRIGAME.jpg,140,てっぺきシェル,このポケモンは、相手のポケモンから「200」以上のワザのダメージを受けない。,,SV7
45966,ミガルーサ,水,/assets/images/card_images/large/SV7/045966_P_MIGARUSA.jpg,130,したごしらえ,自分のトラッシュにある「ハイダイ」の枚数ぶん、このポケモンがワザを使うためのエネルギーは少なくなる。,,SV7
45967,エレブー,雷,/assets/images/card_images/large/SV7/045967_P_EREBU.jpg,90,,,,SV7
45968,エレキブル,雷,/assets/images/card_images/large/SV7/045968_P_EREKIBURU.jpg,150,,,,SV7
45969,チョンチー,雷,/assets/images/card_images/large/SV7/045969_P_CHIXYONCHI.jpg,70,,,,SV7
45970,ランターン,雷,/assets/images/card_images/large/SV7/045970_P_RANTAN.jpg,120,,,,SV7
45971,バチュル,雷,/assets/images/card_images/large/SV7/045971_P_BACHIXYURU.jpg,30,,,,SV7
45972,デンチュラex,雷,/assets/images/card_images/large/SV7/045972_P_DENCHIXYURAEX.jpg,260,,,,SV7
45973,デンヂムシ,雷,/assets/images/card_images/large/SV7/045973_P_DENJIMUSHI.jpg,80,,,,SV7
45974,クワガノン,雷,/assets/images/card_images/large/SV7/045974_P_KUWAGANON.jpg,160,,,,SV7
45975,トゲデマル,雷,/assets/images/card_images/large/SV7/045975_P_TOGEDEMARU.jpg,80,,,,SV7
45976,ゼラオラ,雷,/assets/images/card_images/large/SV7/045976_P_ZERAORA.jpg,120,,,,SV7
45977,ヤドン,超,/assets/images/card_images/large/SV7/045977_P_YADON.jpg,80,,,,SV7
45978,ヤドキング,超,/assets/images/card_images/large/SV7/045978_P_YADOKINGU.jpg,120,,,,SV7
45979,フワンテ,超,/assets/images/card_images/large/SV7/045979_P_FUWANTE.jpg,70,,,,SV7
45980,フワライド,超,/assets/images/card_images/large/SV7/045980_P_FUWARAIDO.jpg,130,,,,SV7
45981,キュワワー,超,/assets/images/card_images/large/SV7/045981_P_KIXYUWAWA.jpg,70,,,,SV7
45982,マホミル,超,/assets/images/card_images/large/SV7/045982_P_MAHOMIRU.jpg,60,,,,SV7
45983,マホイップ,超,/assets/images/card_images/large/SV7/045983_P_MAHOIPPU.jpg,110,,,,SV7
45984,パピモッチ,超,/assets/images/card_images/large/SV7/045984_P_PAPIMOTCHI.jpg,60,,,,SV7
45985,バウッツェルex,超,/assets/images/card_images/large/SV7/045985_P_BAUTTSUERUEX.jpg,250,まんぷくタイム,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の進化ポケモン全員のHPを、すべて回復する。その後、回復したポケモンについているエネルギーを、すべてトラッシュする。,,SV7
45986,テツノイワオ,超,/assets/images/card_images/large/SV7/045986_P_TETSUNOIWAO.jpg,140,,,,SV7
45987,カラカラ,闘,/assets/images/card_images/large/SV7/045987_P_KARAKARA.jpg,70,,,,SV7
45988,ガラガラ,闘,/assets/images/card_images/large/SV7/045988_P_GARAGARA.jpg,120,,,,SV7
45989,サイホーン,闘,/assets/images/card_images/large/SV7/045989_P_SAIHON.jpg,100,,,,SV7
45990,サイドン,闘,/assets/images/card_images/large/SV7/045990_P_SAIDON.jpg,140,,,,SV7
45991,ドサイドン,闘,/assets/images/card_images/large/SV7/045991_P_DOSAIDON.jpg,200,ワイドウォール,このポケモンがバトル場にいるかぎり、自分のポケモン全員は、相手が手札からサポートを出して使ったとき、その効果を受けない。,,SV7
45992,アサナン,闘,/assets/images/card_images/large/SV7/045992_P_ASANAN.jpg,70,,,,SV7
45993,チャーレムex,闘,/assets/images/card_images/large/SV7/045993_P_CHIXYAREMUEX.jpg,260,,,,SV7
45994,コジョフー,闘,/assets/images/card_images/large/SV7/045994_P_KOJIXYOFU.jpg,60,,,,SV7
45995,コジョンド,闘,/assets/images/card_images/large/SV7/045995_P_KOJIXYONDO.jpg,90,,,,SV7
45996,ヤンチャム,闘,/assets/images/card_images/large/SV7/045996_P_YANCHIXYAMU.jpg,70,,,,SV7
45997,ディアンシー,闘,/assets/images/card_images/large/SV7/045997_P_DEIANSHI.jpg,110,,,,SV7
45998,マケンカニ,闘,/assets/images/card_images/large/SV7/045998_P_MAKENKANI.jpg,90,,,,SV7
45999,タイレーツ,闘,/assets/images/card_images/large/SV7/045999_P_TAIRETSU.jpg,110,,,,SV7
46000,ゴクリン,悪,/assets/images/card_images/large/SV7/046000_P_GOKURIN.jpg,70,,,,SV7
46001,マルノーム,悪,/assets/images/card_images/large/SV7/046001_P_MARUNOMU.jpg,130,,,,SV7
46002,ゴロンダ,悪,/assets/images/card_images/large/SV7/046002_P_GORONDA.jpg,140,,,,SV7
46003,ベロバー,悪,/assets/images/card_images/large/SV7/046003_P_BEROBA.jpg,70,,,,SV7
46004,ギモー,悪,/assets/images/card_images/large/SV7/046004_P_GIMO.jpg,90,,,,SV7
46005,オーロンゲ,悪,/assets/images/card_images/large/SV7/046005_P_ORONGE.jpg,170,,,,SV7
46006,ギアル,鋼,/assets/images/card_images/large/SV7/046006_P_GIARU.jpg,60,,,,SV7
46007,ギギアル,鋼,/assets/images/card_images/large/SV7/046007_P_GIGIARU.jpg,90,,,,SV7
46008,ギギギアル,鋼,/assets/images/card_images/large/SV7/046008_P_GIGIGIARU.jpg,140,きんきゅうかいてん,自分の番に、このカードが手札にあり、相手の場に2進化ポケモンがいるなら、1回使える。このカードをベンチに出す。,,SV7
46009,メルタン,鋼,/assets/images/card_images/large/SV7/046009_P_MERUTAN.jpg,70,,,,SV7
46010,メルメタル,鋼,/assets/images/card_images/large/SV7/046010_P_MERUMETARU.jpg,160,,,,SV7
46011,ジュラルドン,鋼,/assets/images/card_images/large/SV7/046011_P_JIXYURARUDON.jpg,130,,,,SV7
46012,ブリジュラス,鋼,/assets/images/card_images/large/SV7/046012_P_BURIJIXYURASU.jpg,180,はがねのかけはし,このポケモンがいるかぎり、エネルギーがついている自分のポケモン全員のにげるためのエネルギーは、すべてなくなる。,,SV7
46013,ミミズズex,鋼,/assets/images/card_images/large/SV7/046013_P_MIMIZUZUEX.jpg,220,ボコスカがえし,このポケモンが、相手のポケモンからワザのダメージを受けたとき、このポケモンについているエネルギーの数×2個ぶんのダメカンを、ワザを使ったポケモンにのせる。,,SV7
46014,タケルライコ,竜,/assets/images/card_images/large/SV7/046014_P_TAKERURAIKO.jpg,130,,,,SV7
46015,ホーホー,無,/assets/images/card_images/large/SV7/046015_P_HOHO.jpg,70,,,,SV7
46016,ヨルノズク,無,/assets/images/card_images/large/SV7/046016_P_YORUNOZUKU.jpg,100,ほうせきさがし,自分の番に、このカードを手札から出して進化させたとき、自分の場に「テラスタル」のポケモンがいるなら、1回使える。自分の山札からトレーナーズを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。,,SV7
46017,ニャルマー,無,/assets/images/card_images/large/SV7/046017_P_NIXYARUMA.jpg,60,,,,SV7
46018,ブニャット,無,/assets/images/card_images/large/SV7/046018_P_BUNIXYATTO.jpg,120,,,,SV7
46019,スピンロトム,無,/assets/images/card_images/large/SV7/046019_P_SUPINROTOMU.jpg,70,ファンコール,最初の自分の番にだけ1回使える。自分の山札から、HPが「100」以下のポケモンを3枚まで選び、相手に見せて、手札に加える。そして山札を切る。この番、すでに別の「ファンコール」を使っていたなら、この特性は使えない。,,SV7
46020,バッフロン,無,/assets/images/card_images/large/SV7/046020_P_BAFFURON.jpg,100,カーリーウォール,このポケモンと、自分の別の「バッフロン」がいるかぎり、自分のタイプのたねポケモン全員が、相手のポケモンから受けるワザのダメージは「-60」される。この効果は、この特性を持つポケモンが何匹いても、重ならない。,,SV7
46021,トルネロス,無,/assets/images/card_images/large/SV7/046021_P_TORUNEROSU.jpg,110,,,,SV7
46022,ヤヤコマ,無,/assets/images/card_images/large/SV7/046022_P_YAYAKOMA.jpg,60,,,,SV7
46023,ヒノヤコマ,無,/assets/images/card_images/large/SV7/046023_P_HINOYAKOMA.jpg,90,,,,SV7
46024,ファイアロー,無,/assets/images/card_images/large/SV7/046024_P_FUAIARO.jpg,140,,,,SV7
46025,ウールー,無,/assets/images/card_images/large/SV7/046025_P_URU.jpg,70,,,,SV7
46026,バイウールー,無,/assets/images/card_images/large/SV7/046026_P_BAIURU.jpg,130,やわらかウール,このポケモンが受けるワザのダメージは「-30」される。,,SV7
46027,テラパゴスex,無,/assets/images/card_images/large/SV7/046027_P_TERAPAGOSUEX.jpg,230,,,,SV7
46151,レディアン,草,/assets/images/card_images/large/SV7/046151_P_REDEIAN.jpg,90,きらぼしもよう,自分の番に、このカードを手札から出して進化させたとき、1回使える。相手のベンチの残りHPが「90」以下のポケモンを1匹選び、バトルポケモンと入れ替える。,,SV7
46152,リリーラ,草,/assets/images/card_images/large/SV7/046152_P_RIRIRA.jpg,100,,,,SV7
46153,バクガメス,炎,/assets/images/card_images/large/SV7/046153_P_BAKUGAMESU.jpg,130,,,,SV7
46154,ラビフット,炎,/assets/images/card_images/large/SV7/046154_P_RABIFUTTO.jpg,90,,,,SV7
46155,ケケンカニ,水,/assets/images/card_images/large/SV7/046155_P_KEKENKANI.jpg,160,したごしらえ,自分のトラッシュにある「ハイダイ」の枚数ぶん、このポケモンがワザを使うためのエネルギーは少なくなる。,,SV7
46156,バチュル,雷,/assets/images/card_images/large/SV7/046156_P_BACHIXYURU.jpg,30,,,,SV7
46157,ゼラオラ,雷,/assets/images/card_images/large/SV7/046157_P_ZERAORA.jpg,120,,,,SV7
46158,マホミル,超,/assets/images/card_images/large/SV7/046158_P_MAHOMIRU.jpg,60,,,,SV7
46159,アサナン,闘,/assets/images/card_images/large/SV7/046159_P_ASANAN.jpg,70,,,,SV7
46160,ゴクリン,悪,/assets/images/card_images/large/SV7/046160_P_GOKURIN.jpg,70,,,,SV7
46161,ブリジュラス,鋼,/assets/images/card_images/large/SV7/046161_P_BURIJIXYURASU.jpg,180,はがねのかけはし,このポケモンがいるかぎり、エネルギーがついている自分のポケモン全員のにげるためのエネルギーは、すべてなくなる。,,SV7
46162,ヨルノズク,無,/assets/images/card_images/large/SV7/046162_P_YORUNOZUKU.jpg,100,ほうせきさがし,自分の番に、このカードを手札から出して進化させたとき、自分の場に「テラスタル」のポケモンがいるなら、1回使える。自分の山札からトレーナーズを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。,,SV7
46163,カミツオロチex,草,/assets/images/card_images/large/SV7/046163_P_KAMITSUOROCHIEX.jpg,330,じゅくせいチャージ,自分の番に1回使える。自分の手札から「基本エネルギー」を1枚選び、自分のポケモンにつける。その後、つけたポケモンのHPを「30」回復する。,,SV7
46164,エースバーンex,炎,/assets/images/card_images/large/SV7/046164_P_ESUBANEX.jpg,320,,,,SV7
46165,ラプラスex,水,/assets/images/card_images/large/SV7/046165_P_RAPURASUEX.jpg,220,,,,SV7
46166,デンチュラex,雷,/assets/images/card_images/large/SV7/046166_P_DENCHIXYURAEX.jpg,260,,,,SV7
46167,バウッツェルex,超,/assets/images/card_images/large/SV7/046167_P_BAUTTSUERUEX.jpg,250,まんぷくタイム,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の進化ポケモン全員のHPを、すべて回復する。その後、回復したポケモンについているエネルギーを、すべてトラッシュする。,,SV7
46168,チャーレムex,闘,/assets/images/card_images/large/SV7/046168_P_CHIXYAREMUEX.jpg,260,,,,SV7
46169,ミミズズex,鋼,/assets/images/card_images/large/SV7/046169_P_MIMIZUZUEX.jpg,220,ボコスカがえし,このポケモンが、相手のポケモンからワザのダメージを受けたとき、このポケモンについているエネルギーの数×2個ぶんのダメカンを、ワザを使ったポケモンにのせる。,,SV7
46170,テラパゴスex,無,/assets/images/card_images/large/SV7/046170_P_TERAPAGOSUEX.jpg,230,,,,SV7
46175,カミツオロチex,草,/assets/images/card_images/large/SV7/046175_P_KAMITSUOROCHIEX.jpg,330,じゅくせいチャージ,自分の番に1回使える。自分の手札から「基本エネルギー」を1枚選び、自分のポケモンにつける。その後、つけたポケモンのHPを「30」回復する。,,SV7
46176,デンチュラex,雷,/assets/images/card_images/large/SV7/046176_P_DENCHIXYURAEX.jpg,260,,,,SV7
46177,バウッツェルex,超,/assets/images/card_images/large/SV7/046177_P_BAUTTSUERUEX.jpg,250,まんぷくタイム,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の進化ポケモン全員のHPを、すべて回復する。その後、回復したポケモンについているエネルギーを、すべてトラッシュする。,,SV7
46178,テラパゴスex,無,/assets/images/card_images/large/SV7/046178_P_TERAPAGOSUEX.jpg,230,,,,SV7
46181,テラパゴスex,無,/assets/images/card_images/large/SV7/046181_P_TERAPAGOSUEX.jpg,230,,,,SV7
46029,古びたねっこの化石,,/assets/images/card_images/large/SV7/046029_T_FURUBITANEKKONOKASEKI.jpg,60,げんしのねっこ,このポケモンがバトル場にいるかぎり、相手のたねポケモンは、ワザを使うためのエネルギーが、エネルギー1個ぶん多くなる。,,SV7
46030,古びたふたの化石,,/assets/images/card_images/large/SV7/046030_T_FURUBITAFUTANOKASEKI.jpg,60,ふたのまもり,このポケモンは、相手のポケモンが使うワザの効果を受けない。,,SV7
46077,ミュウex,超,/assets/images/card_images/large/SVK/046077_P_MIXYUUEX.jpg,180,リスタート,自分の番に1回使える。自分の手札が3枚になるように、山札を引く。,,SVK
46078,ポッポ,無,/assets/images/card_images/large/SVK/046078_P_POPPO.jpg,50,,,,SVK
46079,ピジョン,無,/assets/images/card_images/large/SVK/046079_P_PIJIXYON.jpg,80,,,,SVK
46080,ピジョットex,無,/assets/images/card_images/large/SVK/046080_P_PIJIXYOTTOEX.jpg,280,マッハサーチ,自分の番に1回使える。自分の山札から好きなカードを1枚選び、手札に加える。そして山札を切る。この番、すでに別の「マッハサーチ」を使っていたなら、この特性は使えない。,,SVK
46083,イキリンコex,無,/assets/images/card_images/large/SVK/046083_P_IKIRINKOEX.jpg,160,イキリテイク,最初の自分の番にだけ1回使える。自分の手札をすべてトラッシュし、山札を6枚引く。この番、すでに別の「イキリテイク」を使っていたなら、この特性は使えない。,,SVK
45876,バチュル,草,/assets/images/card_images/large/SV6a/045876_P_BACHIXYURU.jpg,40,,,,SV6a
45877,デンチュラ,草,/assets/images/card_images/large/SV6a/045877_P_DENCHIXYURA.jpg,100,ふくがん,このポケモンが使うワザの、相手のバトル場の特性を持つポケモンへのダメージは「+50」される。,,SV6a
45878,モクロー,草,/assets/images/card_images/large/SV6a/045878_P_MOKURO.jpg,70,,,,SV6a
45879,フクスロー,草,/assets/images/card_images/large/SV6a/045879_P_FUKUSURO.jpg,90,,,,SV6a
45880,ジュナイパー,草,/assets/images/card_images/large/SV6a/045880_P_JIXYUNAIPA.jpg,150,,,,SV6a
45881,カプ・ブルル,草,/assets/images/card_images/large/SV6a/045881_P_KAPUBURURU.jpg,140,,,,SV6a
45882,デルビル,炎,/assets/images/card_images/large/SV6a/045882_P_DERUBIRU.jpg,70,,,,SV6a
45883,ヘルガー,炎,/assets/images/card_images/large/SV6a/045883_P_HERUGA.jpg,120,,,,SV6a
45884,テツノドクガ,炎,/assets/images/card_images/large/SV6a/045884_P_TETSUNODOKUGA.jpg,120,,,,SV6a
45885,タッツー,水,/assets/images/card_images/large/SV6a/045885_P_TATTSU.jpg,60,,,,SV6a
45886,シードラ,水,/assets/images/card_images/large/SV6a/045886_P_SHIDORA.jpg,90,,,,SV6a
45887,キングドラex,水,/assets/images/card_images/large/SV6a/045887_P_KINGUDORAEX.jpg,310,,,,SV6a
45888,ニューラ,水,/assets/images/card_images/large/SV6a/045888_P_NIXYURA.jpg,70,,,,SV6a
45889,マニューラ,水,/assets/images/card_images/large/SV6a/045889_P_MANIXYURA.jpg,100,,,,SV6a
45890,ブロロロームex,雷,/assets/images/card_images/large/SV6a/045890_P_BUROROROMUEX.jpg,280,,,,SV6a
45891,スリープ,超,/assets/images/card_images/large/SV6a/045891_P_SURIPU.jpg,70,,,,SV6a
45892,スリーパー,超,/assets/images/card_images/large/SV6a/045892_P_SURIPA.jpg,110,,,,SV6a
45893,ヨマワル,超,/assets/images/card_images/large/SV6a/045893_P_YOMAWARU.jpg,60,,,,SV6a
45894,サマヨール,超,/assets/images/card_images/large/SV6a/045894_P_SAMAYORU.jpg,90,カースドボム,自分の番に1回使えて、使ったなら、このポケモンをきぜつさせる。相手のポケモン1匹に、ダメカンを5個のせる。,,SV6a
45895,ヨノワール,超,/assets/images/card_images/large/SV6a/045895_P_YONOWARU.jpg,160,カースドボム,自分の番に1回使えて、使ったなら、このポケモンをきぜつさせる。相手のポケモン1匹に、ダメカンを13個のせる。,,SV6a
45896,クレセリア,超,/assets/images/card_images/large/SV6a/045896_P_KURESERIA.jpg,120,,,,SV6a
45897,ニンフィア,超,/assets/images/card_images/large/SV6a/045897_P_NINFUIA.jpg,120,,,,SV6a
45898,グレッグル,闘,/assets/images/card_images/large/SV6a/045898_P_GUREGGURU.jpg,70,,,,SV6a
45899,ドクロッグ,闘,/assets/images/card_images/large/SV6a/045899_P_DOKUROGGU.jpg,130,,,,SV6a
45900,ガチグマ アカツキ,闘,/assets/images/card_images/large/SV6a/045900_P_GACHIGUMAAKATSUKI.jpg,150,けいけんそく,自分の番に、このカードを手札からベンチに出したとき、1回使える。自分の手札から「基本エネルギー」を2枚まで選び、このポケモンにつける。,,SV6a
45901,チヲハウハネ,闘,/assets/images/card_images/large/SV6a/045901_P_CHIWOHAUHANE.jpg,140,,,,SV6a
45902,ズバット,悪,/assets/images/card_images/large/SV6a/045902_P_ZUBATTO.jpg,50,,,,SV6a
45903,ゴルバット,悪,/assets/images/card_images/large/SV6a/045903_P_GORUBATTO.jpg,80,,,,SV6a
45904,クロバット,悪,/assets/images/card_images/large/SV6a/045904_P_KUROBATTO.jpg,130,かげのつかい,この番、手札から「アンズの秘技」を出して使っていたなら、自分の番に1回使える。自分の手札が8枚になるように、山札を引く。,,SV6a
45905,アブソル,悪,/assets/images/card_images/large/SV6a/045905_P_ABUSORU.jpg,110,,,,SV6a
45906,ゾロア,悪,/assets/images/card_images/large/SV6a/045906_P_ZOROA.jpg,70,,,,SV6a
45907,ゾロアーク,悪,/assets/images/card_images/large/SV6a/045907_P_ZOROAKU.jpg,120,,,,SV6a
45908,マーイーカ,悪,/assets/images/card_images/large/SV6a/045908_P_MAIKA.jpg,60,,,,SV6a
45909,カラマネロ,悪,/assets/images/card_images/large/SV6a/045909_P_KARAMANERO.jpg,120,,,,SV6a
45910,イベルタル,悪,/assets/images/card_images/large/SV6a/045910_P_IBERUTARU.jpg,120,,,,SV6a
45911,イイネイヌex,悪,/assets/images/card_images/large/SV6a/045911_P_IINEINUEX.jpg,250,,,,SV6a
45912,マシマシラex,悪,/assets/images/card_images/large/SV6a/045912_P_MASHIMASHIRAEX.jpg,210,ひょうしぬけ,このポケモンが、相手のポケモンからワザのダメージを受けてきぜつしたとき、自分の場に「モモワロウex」がいるなら、とられるサイドは1枚少なくなる。,,SV6a
45913,キチキギスex,悪,/assets/images/card_images/large/SV6a/045913_P_KICHIKIGISUEX.jpg,210,さかてにとる,前の相手の番に、自分のポケモンがきぜつしていたなら、自分の番に1回使える。自分の山札を3枚引く。この番、すでに別の「さかてにとる」を使っていたなら、この特性は使えない。,,SV6a
45914,モモワロウex,悪,/assets/images/card_images/large/SV6a/045914_P_MOMOWAROUEX.jpg,190,しはいのくさり,自分の番に1回使える。自分のベンチのポケモン（「モモワロウex」をのぞく）を1匹選び、バトルポケモンと入れ替える。その後、新しいバトルポケモンをどくにする。この番、すでに別の「しはいのくさり」を使っていたなら、この特性は使えない。,,SV6a
45915,ゲノセクト,鋼,/assets/images/card_images/large/SV6a/045915_P_GENOSEKUTO.jpg,110,エースキャンセラー,このポケモンに「ポケモンのどうぐ」がついているなら、相手は手札から「ACE SPEC」のカードを出して使えない。,,SV6a
45916,ゾウドウ,鋼,/assets/images/card_images/large/SV6a/045916_P_ZOUDOU.jpg,100,,,,SV6a
45917,ダイオウドウ,鋼,/assets/images/card_images/large/SV6a/045917_P_DAIOUDOU.jpg,200,どでかいからだ,このポケモンがバトル場にいるかぎり、相手は手札からスタジアムを出せない。,,SV6a
45918,ブロロン,鋼,/assets/images/card_images/large/SV6a/045918_P_BURORON.jpg,70,,,,SV6a
45919,キバゴ,竜,/assets/images/card_images/large/SV6a/045919_P_KIBAGO.jpg,70,,,,SV6a
45920,オノンド,竜,/assets/images/card_images/large/SV6a/045920_P_ONONDO.jpg,100,きんちょうかん,このポケモンは、相手が手札からグッズまたはサポートを出して使ったとき、その効果を受けない。,,SV6a
45921,オノノクス,竜,/assets/images/card_images/large/SV6a/045921_P_ONONOKUSU.jpg,170,,,,SV6a
45922,キュレム,竜,/assets/images/card_images/large/SV6a/045922_P_KIXYUREMU.jpg,130,アンチプラズマ,相手のトラッシュに、名前に「アクロマ」とつくカードがあるなら、このポケモンが「トライフロスト」を使うためのエネルギーは、エネルギー1個になる。,,SV6a
